Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2018-12-18,147.79,148.28,146.33,146.82,1147
2018-12-19,144.87,150.23,144.38,147.31,5479
2018-12-20,147.79,148.77,146.33,146.33,3557
2018-12-21,146.33,148.77,143.89,145.35,1705
2018-12-27,146.33,146.33,143.4,145.35,636
2018-12-28,146.33,151.2,145.84,148.28,17101
2019-01-02,148.77,150.23,146.33,146.33,683
2019-01-03,148.77,148.77,146.33,146.33,19720
2019-01-04,146.33,146.33,146.33,146.33,202
2019-01-07,146.33,147.31,146.33,146.82,275
2019-01-08,147.31,147.31,147.31,147.31,1
2019-01-09,145.84,147.31,145.84,146.33,556
2019-01-10,146.33,146.33,146.33,146.33,55
2019-01-11,146.33,149.25,146.33,149.25,672
2019-01-14,149.25,152.19,149.25,152.19,1059
2019-01-15,152.19,153.16,148.28,148.77,2442
2019-01-16,149.25,149.75,148.28,149.25,6009
2019-01-17,149.25,150.72,149.25,150.23,259
2019-01-18,151.2,153.16,148.77,153.16,685
2019-01-21,153.16,153.16,149.75,151.69,859
2019-01-22,151.69,154.13,151.69,151.69,1282
2019-01-23,153.64,153.64,151.2,151.69,805
2019-01-24,153.16,153.16,150.23,151.2,1513
2019-01-25,149.25,154.13,149.25,151.69,4635
2019-01-28,153.16,155.59,153.16,155.59,2297
2019-01-29,155.11,155.11,151.2,151.69,6224
2019-01-30,153.64,153.64,149.25,150.23,858
2019-01-31,150.72,152.19,150.23,151.2,751
2019-02-01,151.69,151.69,151.69,151.69,14
2019-02-04,152.19,156.08,152.19,156.08,54
2019-02-05,155.59,159.98,155.59,159.98,617
2019-02-06,159.51,159.51,156.57,157.07,109
2019-02-07,156.08,156.08,152.19,155.11,835
2019-02-08,155.11,158.03,154.63,158.03,1459
2019-02-11,158.03,158.03,154.13,155.11,2833
2019-02-12,155.11,158.52,155.11,158.03,7046
2019-02-13,157.55,158.03,156.08,157.55,250
2019-02-14,157.55,161.45,155.11,158.03,12767
2019-02-15,158.03,161.94,158.03,160.47,2983
2019-02-18,160.47,160.96,159.01,160.96,459
2019-02-19,161.45,161.94,160.96,161.45,1007
2019-02-20,160.96,162.92,140.96,146.33,24111
2019-02-21,147.79,150.23,144.38,146.33,2651
2019-02-22,146.82,146.82,137.56,145.84,2092
2019-02-25,146.33,146.33,144.38,144.38,2499
2019-02-26,146.33,151.2,146.33,149.75,323
2019-02-27,150.23,151.69,148.28,151.69,387
2019-02-28,151.69,152.19,150.23,150.23,663
2019-03-01,149.25,150.72,149.25,150.72,86
2019-03-04,151.69,159.98,151.2,158.52,19568
2019-03-05,160.96,167.3,157.55,167.3,12315
2019-03-06,167.3,167.8,165.84,167.8,6502
2019-03-07,167.8,169.74,165.84,169.74,971
2019-03-08,170.71,173.15,166.82,172.18,3108
2019-03-11,173.64,173.64,170.71,171.2,170
2019-03-12,171.7,172.18,168.28,170.24,967
2019-03-13,171.2,173.64,170.24,171.7,658
2019-03-14,171.7,175.59,171.7,175.59,4565
2019-03-15,175.59,182.43,175.11,182.43,2540
2019-03-18,180.47,181.93,178.52,180.47,1174
2019-03-19,180.47,183.39,177.55,178.52,2846
2019-03-20,179.99,180.96,173.64,176.58,498
2019-03-21,174.62,174.62,168.28,170.71,1072
2019-03-22,171.7,175.59,171.7,174.62,492
2019-03-25,172.67,175.59,170.71,172.18,4856
2019-03-26,172.67,172.67,170.71,172.18,156
2019-03-27,173.15,175.59,173.15,173.64,1479
2019-03-28,173.15,178.52,173.15,178.52,1628
2019-03-29,178.52,180.96,178.03,180.96,756
2019-04-01,181.93,183.89,180.96,182.43,1546
2019-04-02,181.45,186.81,181.45,182.91,13434
2019-04-03,183.39,188.77,182.91,186.81,783
2019-04-04,186.81,186.81,183.39,184.87,877
2019-04-05,185.35,185.83,182.91,182.91,673
2019-04-08,186.33,186.33,182.91,184.37,223
2019-04-09,184.87,184.87,182.43,182.43,87
2019-04-10,181.93,183.89,181.45,182.43,274
2019-04-11,181.93,181.93,175.11,176.08,662
2019-04-12,176.58,177.05,173.15,177.05,274
2019-04-15,177.05,177.05,175.11,176.58,3274
2019-04-16,177.05,177.05,174.14,176.58,1135
2019-04-17,177.05,185.35,176.58,180.47,2561
2019-04-18,180.47,181.45,178.52,181.45,323
2019-04-23,185.35,185.35,181.45,182.91,626
2019-04-24,185.35,185.35,183.39,184.37,575
2019-04-25,184.87,184.87,182.91,183.89,652
2019-04-26,185.35,185.35,182.43,182.43,2381
2019-04-29,186.33,186.33,184.37,185.35,662
2019-04-30,185.35,185.35,180.96,182.43,3098
2019-05-02,183.39,184.87,182.43,182.43,138
2019-05-06,183.39,185.35,181.45,183.39,14682
2019-05-07,185.35,185.35,181.93,181.93,358
2019-05-08,180.96,182.43,180.47,182.43,4882
2019-05-09,182.43,183.39,180.47,181.45,1670
2019-05-10,183.89,184.37,181.45,182.43,247
2019-05-13,185.35,185.35,178.52,178.52,555
2019-05-14,179.99,182.43,179.99,182.43,251
2019-05-15,184.87,184.87,180.96,184.37,694
2019-05-16,181.45,185.35,181.45,184.37,1206
2019-05-17,181.93,184.37,181.93,183.89,613
2019-05-20,186.81,191.21,186.33,186.33,2212
2019-05-21,186.33,190.22,185.83,189.74,347
2019-05-22,190.22,192.66,190.22,192.18,1179
2019-05-23,193.15,193.15,189.74,189.74,448
2019-05-24,190.71,190.71,185.35,190.71,409
2019-05-27,194.12,194.12,189.74,194.12,398
2019-05-28,194.12,194.12,190.71,191.21,303
2019-05-29,190.22,190.71,187.78,190.71,411
2019-05-30,191.69,191.69,187.31,189.25,531
2019-05-31,189.25,189.25,182.43,189.25,633
2019-06-03,189.25,189.25,185.35,187.78,150
2019-06-04,186.33,186.33,183.89,186.33,177
2019-06-05,185.35,185.35,182.91,183.39,468
2019-06-06,183.39,183.39,181.45,181.45,725
2019-06-07,181.45,181.45,176.08,178.52,1621
2019-06-10,174.62,180.47,173.64,179.49,404
2019-06-11,180.47,182.43,180.47,181.45,1123
2019-06-12,179.99,182.43,178.52,180.96,1401
2019-06-13,181.45,181.45,177.05,177.05,1339
2019-06-14,177.05,177.05,173.64,173.64,8151
2019-06-17,175.59,176.58,175.11,176.58,158
2019-06-18,177.05,179.49,177.05,179.49,341
2019-06-19,177.55,177.55,177.55,177.55,1
2019-06-21,177.55,182.43,176.58,182.43,549
2019-06-24,182.43,182.43,180.47,181.45,89
2019-06-25,180.96,182.43,178.03,181.45,238
2019-06-26,180.96,180.96,178.03,179.99,1641
2019-06-27,179.01,180.96,178.03,179.01,2279
2019-06-28,180.47,183.89,180.47,183.89,262
2019-07-01,184.87,186.33,180.47,183.39,617
